name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
fruit punch salad,"This fruit punch salad recipe is the perfect summer treat. It tastes exactly like that fake red fruit punch mix, only with really healthy, delicious ingredients. Our son loved it, and so did we! ",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '10 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '69', 'Carbs': '17g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/242309/fruit-punch-salad/
easy pasta sauce for one,"Chunky, fresh, easy pasta sauce.",4.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '20 mins', 'yield': '1 serving'}",[],[],unknown,unknown,"{'Calories': '286', 'Carbs': '10g', 'Fat': '28g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/281377/easy-pasta-sauce-for-one/
thai sweet sticky rice with mango (khao neeo mamuang),"This mango sticky rice is a wonderful and authentic-tasting Thai dessert that's as good, if not better, than what you find in many Thai restaurants.",4.5,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr 30 mins', 'yield': '3 cups'}",[],[],unknown,unknown,"{'Calories': '817', 'Carbs': '144g', 'Fat': '26g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/150313/thai-sweet-sticky-rice-with-mango-khao-neeo-mamuang/
creamy asparagus potato soup,"This creamy asparagus potato soup is perfect for a cold day. Quick, very easy, and delicious!",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '364', 'Carbs': '25g', 'Fat': '28g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/272890/creamy-asparagus-potato-soup/
broccoli and mushroom salad,This broccoli and mushroom salad is a great take-along salad for potlucks or picnics! Simple ingredients and super simple preparation make this an any-season favorite.,5.0,"{'active_time': None, 'additional_time': '1 hr 30 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 40 mins', 'yield': '8 servings'}",[],[],unknown,unknown,"{'Calories': '322', 'Carbs': '18g', 'Fat': '28g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/283938/broccoli-and-mushroom-salad/
strawberry poke cake,"This poke cake with strawberries and sweetened whipped cream takes boxed cake mix to another level. Once chilled, cut into servings and top each piece with sweetened whipped cream. Garnish with strawberry slices, if desired. Store leftovers in the refrigerator.",5.0,"{'active_time': None, 'additional_time': '25 mins', 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 10 mins', 'yield': '1 (9x13-inch) cake'}",[],[],unknown,unknown,"{'Calories': '311', 'Carbs': '51g', 'Fat': '11g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/274313/strawberry-poke-cake/
hash brown crust quiche,"Use hash browns as the crust in this quiche for a delicious breakfast or brunch recipe. Hash browns, diced ham, eggs, and more come together in this easy-to-make dish that everyone loves!",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': '1 (9-inch) quiche'}",[],[],"If you are using a springform pan, grease it well and wrap the bottom of the pan with foil to catch any butter drips.",unknown,"{'Calories': '624', 'Carbs': '35g', 'Fat': '48g', 'Protein': '16g'}",https://www.allrecipes.com/recipe/43475/hash-brown-quiche/
camp breakfast,"This camp breakfast idea is a good way to start a cold day in the morning, camping or otherwise. My mother used to make this warm, hearty recipe when we were camping. Serve in a bowl with toast and coffee for a satisfying breakfast.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '45 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '561', 'Carbs': '49g', 'Fat': '29g', 'Protein': '28g'}",https://www.allrecipes.com/recipe/258358/camp-breakfast/
grilled asian chicken,Delicious Asian chicken with a sweet-savory glaze. This recipe is great for last-minute company or a quick dinner by rounding it out with a baked potato and tossed salad.,4.5,"{'active_time': None, 'additional_time': '15 mins', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '45 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '217', 'Carbs': '11g', 'Fat': '8g', 'Protein': '26g'}",https://www.allrecipes.com/recipe/8919/grilled-asian-chicken/
loaded breakfast skillet,"This breakfast skillet is loaded with potatoes, bacon, onions, eggs, and shredded cheese for a hearty and delicious breakfast or brunch dish.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '40 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '55 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '418', 'Carbs': '43g', 'Fat': '18g', 'Protein': '22g'}",https://www.allrecipes.com/recipe/260471/loaded-breakfast-skillet/
caprese salad with balsamic reduction,"This caprese salad with tomatoes, fresh mozzarella, and basil is drizzled with a sweet balsamic reduction and olive oil. Easy, impressive, and delicious! ",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '25 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '580', 'Carbs': '35g', 'Fat': '39g', 'Protein': '22g'}",https://www.allrecipes.com/recipe/228126/caprese-salad-with-balsamic-reduction/
pig pickin' cake,"This pig pickin' cake is a wonderful, easy-to-make dessert. Three layers get topped with frozen whipped topping and pineapple. I got the recipe from a lady in the Tennessee mountains.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '45 mins', 'yield': '1 (8-inch) layer cake'}",[],[],unknown,unknown,"{'Calories': '524', 'Carbs': '71g', 'Fat': '25g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/8043/pig-pickin-cake/
salsa chicken,"This salsa chicken recipe is very easy and quick! Someone gave me this recipe a few years back, and it has become a household favorite. Depending on your taste, you can use mild, medium, or hot salsa. I usually serve it with Spanish rice and Mexican-style canned corn.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '35 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '287', 'Carbs': '7g', 'Fat': '12g', 'Protein': '36g'}",https://www.allrecipes.com/recipe/16700/salsa-chicken/
philly cheesesteak,"This Philly cheesesteak is made with sirloin sliced into strips and seasoned with a delicious blend of herbs and spices for a flavorsome sandwich. Sometimes I toast the hoagie roll before topping it with the steak, caramelized onions, peppers, and cheese.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '40 mins', 'yield': '4 cheesesteaks'}",[],[],unknown,unknown,"{'Calories': '641', 'Carbs': '40g', 'Fat': '38g', 'Protein': '35g'}",https://www.allrecipes.com/recipe/36621/philly-steak-sandwich/
american flag cake,"Unfurl the red, white, and blue with this beautiful patriotic flag cake perfect for the 4th of July, Memorial Day, or any favorite occasion. Assemble and frost the pretty cake and wait for the oohs and ahhs!",4.7,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '1 hr 30 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '3 hrs', 'yield': '1 layer cake'}",[],[],unknown,unknown,"{'Calories': '1110', 'Carbs': '215g', 'Fat': '26g', 'Protein': '11g'}",https://www.allrecipes.com/recipe/232909/american-flag-cake/
best burger sauce,This burger sauce has a zippy flavor that goes well in sandwiches or as a fry dip. It's a tangy sauce that can be made spicy or milder for kids.,4.7,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '20', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': '2 1/2 cups'}",[],[],unknown,unknown,"{'Calories': '87', 'Carbs': '2g', 'Fat': '9g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/155191/best-burger-sauce/
easy pineapple cake,This pineapple cake is super easy to make. It's topped with a delicious cream cheese frosting. ,4.6,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '1 hr 45 mins', 'yield': '1 (9x13-inch) cake'}",[],[],unknown,This recipe was tested in our test kitchen in November 2023 and updated to reduce the amount of sugar and baking soda based on user feedback.,"{'Calories': '201', 'Carbs': '32g', 'Fat': '8g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/15857/easy-pineapple-cake/
chocolate frosty,"I love a chocolate Frosty and discovered how easy it is to make at home with just 3 ingredients: chocolate milk, condensed milk, and frozen whipped topping.",4.8,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '2 hrs 5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '228', 'Carbs': '32g', 'Fat': '9g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/233003/chocolate-frosty/
watermelon lime agua fresca,This recipe makes a very refreshing watermelon drink. You may also use cantaloupe or honeydew melon. It tastes just like the juices served in authentic Mexican restaurants. Serve in tall glasses over ice.,4.8,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': '2 1/2 quarts'}",[],[],unknown,unknown,"{'Calories': '64', 'Carbs': '16g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/246117/watermelon-lime-agua-fresca/
best grilled corn on the cob,Soak corn briefly before grilling for the best corn on the cob you've ever eaten!,4.7,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '50 mins', 'yield': '8 ears of corn'}",[],[],unknown,unknown,"{'Calories': '228', 'Carbs': '30g', 'Fat': '13g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/214644/juicy-grilled-corn-on-the-cob/
blueberry zucchini bread,Mini blueberry zucchini bread. This recipe makes four delicious little summertime loaves!,4.8,"{'active_time': None, 'additional_time': '20 mins', 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': '4 mini loaves'}",[],[],unknown,unknown,"{'Calories': '461', 'Carbs': '67g', 'Fat': '20g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/74657/blueberry-zucchini-bread/
mai tai,"This Mai Tai cocktail is made with two flavors of rum mixed with pineapple juice and orange juice to make a yummy, fruity drink.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': None, 'Carbs': None, 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/73287/mai-tai/
chef john's crème fraîche,"Crème fraîche is so easy to make at home with just heavy cream and cultured buttermilk. Sure, it takes a couple of days to make, but the effort is minimal, and the payoff is marvelous! It has a higher fat content than sour cream which makes it less likely to curdle when you cook with it.",4.9,"{'active_time': None, 'additional_time': '2 days', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '32', 'soak_time': None, 'total_time': '2 days 5 mins', 'yield': '1 pint'}",[],[],unknown,unknown,"{'Calories': '52', 'Carbs': '1g', 'Fat': '6g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/222387/chef-johns-creme-fraiche/
easy italian chicken,"One of the easiest Italian chicken recipes: Boneless breasts marinated in Italian-style salad dressing, then baked. It's the simplest and most delicious meal ever, and my husband thinks I cook all day to make it!",4.6,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '2 hrs 5 mins', 'yield': None}",[],[],unknown,"The nutrition data for this recipe includes information for the full amount of the marinade ingredients. Depending on marinating time, ingredients, cooking method, etc., the actual amount of the marinade consumed will vary.","{'Calories': '344', 'Carbs': '8g', 'Fat': '22g', 'Protein': '28g'}",https://www.allrecipes.com/recipe/17745/easy-italian-chicken-ii/
texas twinkies,Bacon-wrapped jalapeño poppers with a creamy beef filling and a BBQ glaze. This recipe requires pre-cooked brisket which makes it a great way to use up any leftover brisket.,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr', 'yield': '12 jalapeño poppers'}",[],[],unknown,unknown,"{'Calories': '212', 'Carbs': '7g', 'Fat': '18g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/281688/texas-twinkies/
s'mores cake,"This s'mores cake is a delicious, chocolaty cake with crushed graham crackers and homemade marshmallow frosting between the cake layers, topped with a rich chocolate frosting and toasted marshmallow rosettes. A definite crowd-pleaser with all the flavors of the campfire treat in a cake! ",5.0,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '1 hr', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '3 hrs 25 mins', 'yield': '1 1 (2-layer) 9-inch cake'}",[],[],unknown,unknown,"{'Calories': '631', 'Carbs': '82g', 'Fat': '33g', 'Protein': '9g'}",https://www.allrecipes.com/recipe/8495814/smores-cake/
grateful dead cocktail,"This Grateful Dead drink made with vodka, rum, tequila, gin, and raspberry liqueur is considered the sweeter cousin of the Long Island Iced Tea. Like that drink, this cocktail packs a considerable punch!",4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '403', 'Carbs': '19g', 'Fat': '0g', 'Protein': None}",https://www.allrecipes.com/recipe/222886/grateful-dead-cocktail/
grandma's harvard beets,"This Harvard beets recipe came from my Grandma and makes for a sweet and tangy treat. I have tried other recipes, but none are as flavorful as hers.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '185', 'Carbs': '34g', 'Fat': '6g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/92773/grandmas-harvard-beets/
sock it to me cake,"This easy sock it to me cake uses a butter yellow cake mix and adds cinnamon, brown sugar, and pecans.",4.7,"{'active_time': None, 'additional_time': '25 mins', 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': '1 (10-inch) Bundt cake'}",[],[],unknown,unknown,"{'Calories': '366', 'Carbs': '48g', 'Fat': '19g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/7505/sock-it-to-me-cake-iii/
wacky cake,"Wacky cake is made without milk or eggs and is a moist, dark, and delicious chocolate cake. A brainchild of the Depression era when ingenious cooks developed a cake that could be made without expensive and scarce ingredients. Frost with your favorite icing.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '40 mins', 'yield': '1 (8x8-inch) cake'}",[],[],unknown,unknown,"{'Calories': '225', 'Carbs': '36g', 'Fat': '9g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/8389/wacky-cake-viii/
grandma's creamy potato salad with sour cream,"This potato salad is amazing ... it takes some time to make but is SO worth it. It gets its creaminess from sour cream, mayonnaise, and yogurt.",0.0,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs 50 mins', 'yield': '8 servings'}",[],[],unknown,unknown,"{'Calories': '316', 'Carbs': '23g', 'Fat': '23g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/215029/grandmas-creamy-potato-salad-with-sour-cream/
indian-inspired egg salad,"Unexpected Indian flavorings take this favorite to an appealing new place. Eat with pita chips, bread, or carrot sticks.",3.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': None, 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': None, 'yield': '2 cups'}",[],[],unknown,unknown,"{'Calories': '187', 'Carbs': '3g', 'Fat': '15g', 'Protein': '10g'}",https://www.allrecipes.com/recipe/86645/indian-inspired-egg-salad/
cold macaroni and tuna salad,"This cold tuna salad is a simple and good recipe that is great served on those hot summer days. It can even be prepared the night before so that it is ready and cold when you come home from work the next day. My husband never ate this until we got married; now, he requests it every other week in the summer. You can substitute chicken for the tuna, which is also great. I serve it on a leaf of lettuce, for looks, with an assortment of crackers. Happy eating!",4.0,"{'active_time': None, 'additional_time': '1 hr 15 mins', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '1 hr 55 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '342', 'Carbs': '41g', 'Fat': '10g', 'Protein': '22g'}",https://www.allrecipes.com/recipe/23846/cold-macaroni-and-tuna-salad/
crunchy air-fried deviled eggs,Step up your deviled egg game with this recipe that adds a crispy exterior to that creamy filling everyone loves and expects.,4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '7 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '27 mins', 'yield': '6 deviled eggs'}",[],[],unknown,Nutrition data for this recipe includes the full amount of breading ingredients. The actual amount consumed will vary.,"{'Calories': '251', 'Carbs': '32g', 'Fat': '11g', 'Protein': '12g'}",https://www.allrecipes.com/recipe/280572/crunchy-air-fried-deviled-eggs/
cherry pie,This cherry pie recipe is the 1999 American Pie Council's National Pie Championship first-place winner in the Fruit and Berry category.,4.6,"{'active_time': None, 'additional_time': '45 mins', 'bake_time': None, 'cook_time': '55 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs 10 mins', 'yield': '1 9-inch pie'}",[],[],unknown,unknown,"{'Calories': '506', 'Carbs': '63g', 'Fat': '28g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/12701/cherry-pie-iii/
charlie brown pie,This is a simple but delicious dessert that doesn't take much time to throw together.,4.8,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '2 hrs 15 mins', 'yield': '1 9x13-inch baking dish'}",[],[],unknown,unknown,"{'Calories': '325', 'Carbs': '38g', 'Fat': '17g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/245167/charlie-brown-pie/
chicken club pasta salad,This chicken pasta salad has all the flavors of a chicken club sandwich. Delicious!,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '486', 'Carbs': '37g', 'Fat': '30g', 'Protein': '19g'}",https://www.allrecipes.com/recipe/236198/chicken-club-pasta-salad/
nacho cheese sauce,This nacho cheese sauce recipe makes a simple sauce that's delicious spread over tortilla chips. Add some sliced jalapeños to spice things up a bit.,4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '20 mins', 'yield': '2 cups'}",[],[],unknown,unknown,"{'Calories': '282', 'Carbs': '7g', 'Fat': '23g', 'Protein': '14g'}",https://www.allrecipes.com/recipe/24738/nacho-cheese-sauce/
candied almonds,These candied almonds are a favorite with my father. They taste so good when warm! Substitute any nuts you prefer.,4.7,"{'active_time': None, 'additional_time': '15 mins', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '35 mins', 'yield': '2 cups'}",[],[],unknown,unknown,"{'Calories': '304', 'Carbs': '33g', 'Fat': '18g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/152931/candied-almonds/
air fryer roasted brussels sprouts with maple-mustard mayo,"A light sauce made with mayo, maple syrup, and mustard complements crispy Brussels sprouts for an easy side or appetizer made in the air fryer.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '240', 'Carbs': '18g', 'Fat': '18g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/275427/air-fryer-roasted-brussels-sprouts-with-maple-mustard-mayo/
roasted lemon-garlic potato wedges,"These roasted potato wedges are flavored with fresh lemon juice and garlic, and make for an easy, savory side dish. They are delicious served with chicken or pork.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '40 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '50 mins', 'yield': '4 servings'}",[],[],unknown,unknown,"{'Calories': '262', 'Carbs': '34g', 'Fat': '13g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/281492/roasted-lemon-garlic-potato-wedges/
simple potato salad,"This was one of the first potato salad recipes I learned how to make. My aunt taught it to me; It's not fancy, but I like it!",4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '3', 'soak_time': None, 'total_time': '40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '557', 'Carbs': '50g', 'Fat': '36g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/14430/simple-potato-salad/
bobette's baked beans,"For years, any time my mum makes her baked beans people ask for the recipe. There are rarely any leftovers, and the first thing people will ask at get-togethers is 'Who made the baked beans?' These baked beans are so simple to make, and so delicious you'll wish you would have doubled the recipe!
I tried tweaking the recipe once...the family consensus was 'Don't EVER mess with the recipe again.'",5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr 30 mins', 'yield': '1 8-inch casserole'}",[],[],unknown,unknown,"{'Calories': '295', 'Carbs': '37g', 'Fat': '11g', 'Protein': '14g'}",https://www.allrecipes.com/recipe/260457/bobettes-baked-beans/
homemade taco sauce,This taco sauce is easy to make at home. The flavor competes with any brand you can buy at the grocery store and it's a fraction of the price. This recipe makes enough for three separate meals for a family of four. I divide the batch into thirds and freeze two servings in small freezer bags.,4.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '25 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '15', 'Carbs': '3g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/240291/homemade-taco-sauce/
coconut bundt cake,This coconut Bundt cake recipe is a must for all coconut fans! It features a rich sour cream cake with double coconut flavor from both coconut extract and shredded coconut. Then the cream cheese frosting is topped with more shredded coconut for good measure!,4.4,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': '1 hr 30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '2 hrs 10 mins', 'yield': '1 10-inch tube cake'}",[],[],unknown,unknown,"{'Calories': '625', 'Carbs': '85g', 'Fat': '30g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/8533944/coconut-bundt-cake/
grilled pineapple,"Grilled pineapple is so easy and really good. Hot sauce gives it an extra kick and cuts the sweetness. Serve these as snacks while the rest of the grilled feast comes together but be warned, they go quickly!",4.7,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': '5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '45 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '46', 'Carbs': '5g', 'Fat': '3g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/51294/grilled-pineapple/
bacon gravy for biscuits,This bacon gravy recipe is quick and easy to make. Nothing makes biscuits better than being smothered in a Southern-style bacon gravy. Delightful!,4.1,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '5', 'soak_time': None, 'total_time': '25 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '282', 'Carbs': '31g', 'Fat': '13g', 'Protein': '10g'}",https://www.allrecipes.com/recipe/161819/bacon-gravy-for-biscuits/
